box0.png, 1, 1, 46, 90, 42, 33, 40, 5
box1.png, 1, 93, 51, 90, 42, 33, 35, 5
box2.png, 49, 1, 56, 90, 42, 33, 30, 5
box3.png, 1, 185, 53, 90, 42, 33, 33, 5
box4.png, 54, 93, 58, 90, 41, 33, 29, 5
box5.png, 107, 1, 61, 90, 42, 33, 25, 5
die0.png, 1, 277, 35, 90, 63, 33, 0, 5
die1.png, 1, 369, 59, 89, 31, 34, 8, 5
die2.png, 38, 277, 83, 67, -4, 56, 21, 5
die3.png, 1, 460, 90, 40, 9, 87, 29, 1
jump0.png, 56, 185, 40, 90, 44, 33, 44, 5
jump1.png, 62, 346, 46, 91, 39, 31, 43, 6
jump2.png, 98, 185, 59, 85, 36, 34, 33, 9
jump3.png, 114, 93, 46, 90, 39, 31, 43, 7
march0.png, 110, 346, 40, 90, 44, 33, 44, 5
march1.png, 152, 272, 48, 90, 44, 33, 36, 5
march2.png, 152, 364, 55, 90, 39, 33, 34, 5
march3.png, 162, 93, 48, 90, 44, 33, 36, 5
march4.png, 170, 1, 40, 90, 44, 33, 44, 5
march5.png, 202, 185, 47, 90, 45, 33, 36, 5
march6.png, 212, 1, 56, 90, 38, 33, 34, 5
march7.png, 212, 93, 47, 90, 45, 33, 36, 5
run0.png, 209, 277, 66, 89, 29, 33, 33, 6
run1.png, 209, 368, 61, 91, 32, 32, 35, 5
run2.png, 251, 185, 48, 90, 41, 33, 39, 5
run3.png, 261, 93, 55, 90, 34, 33, 39, 5
run4.png, 270, 1, 61, 86, 33, 32, 34, 10
run5.png, 272, 368, 54, 90, 35, 33, 39, 5
run6.png, 301, 185, 51, 90, 37, 33, 40, 5
run7.png, 277, 277, 54, 89, 35, 33, 39, 6
stand0.png, 318, 89, 38, 90, 44, 33, 46, 5
stand1.png, 328, 368, 38, 90, 44, 33, 46, 5
stand2.png, 354, 181, 38, 90, 44, 33, 46, 5
walk0.png, 333, 277, 38, 87, 41, 36, 49, 5
walk1.png, 368, 366, 38, 87, 41, 36, 49, 5
walk2.png, 373, 273, 39, 87, 40, 36, 49, 5
walk3.png, 414, 1, 44, 88, 34, 36, 50, 4
walk4.png, 358, 91, 42, 88, 37, 36, 49, 4
walk5.png, 358, 1, 40, 88, 38, 36, 50, 4
walk6.png, 394, 181, 47, 88, 33, 36, 48, 4
walk7.png, 402, 91, 47, 88, 32, 36, 49, 4
