die0.png, 1, 1, 72, 81, 56, 42, 0, 5
die1.png, 1, 84, 78, 79, 37, 44, 13, 5
die2.png, 75, 1, 69, 78, 9, 45, 50, 5
die3.png, 146, 1, 83, 55, 1, 68, 44, 5
jump0.png, 231, 1, 72, 82, 32, 41, 24, 5
jump1.png, 146, 58, 75, 85, 32, 38, 21, 5
jump2.png, 305, 1, 77, 78, 28, 39, 23, 11
jump3.png, 384, 1, 75, 84, 32, 39, 21, 5
march0.png, 305, 81, 73, 81, 32, 42, 23, 5
march1.png, 223, 85, 73, 81, 33, 42, 22, 5
march2.png, 380, 87, 69, 81, 32, 42, 27, 5
march3.png, 298, 164, 73, 81, 33, 42, 22, 5
march4.png, 373, 170, 73, 81, 32, 42, 23, 5
march5.png, 81, 145, 72, 81, 34, 42, 22, 5
march6.png, 448, 170, 62, 81, 33, 42, 33, 5
march7.png, 1, 165, 73, 81, 33, 42, 22, 5
run0.png, 155, 145, 61, 81, 37, 42, 30, 5
run1.png, 218, 168, 62, 81, 39, 43, 27, 4
run2.png, 282, 247, 66, 81, 45, 42, 17, 5
run3.png, 76, 228, 81, 82, 45, 42, 2, 4
run4.png, 159, 251, 81, 79, 42, 42, 5, 7
run5.png, 1, 312, 83, 81, 41, 43, 4, 4
run6.png, 1, 395, 80, 82, 45, 43, 3, 3
run7.png, 86, 312, 68, 81, 44, 43, 16, 4
stand0.png, 83, 395, 72, 81, 39, 42, 17, 5
stand1.png, 350, 253, 72, 83, 39, 40, 17, 5
stand2.png, 424, 253, 72, 81, 39, 42, 17, 5
walk0.png, 424, 336, 71, 81, 38, 42, 19, 5
walk1.png, 157, 419, 70, 81, 37, 42, 21, 5
walk2.png, 157, 332, 72, 82, 38, 42, 18, 4
walk3.png, 229, 419, 73, 82, 37, 42, 18, 4
walk4.png, 231, 332, 70, 82, 38, 42, 20, 4
walk5.png, 304, 419, 65, 82, 38, 42, 25, 4
walk6.png, 371, 419, 61, 82, 34, 42, 33, 4
walk7.png, 434, 419, 63, 82, 38, 42, 27, 4
