SFmove_2.png, 1, 1, 100, 100, 0, 0, 0, 0
SFmove_3.png, 103, 1, 100, 100, 0, 0, 0, 0
SFmove_4.png, 205, 1, 100, 100, 0, 0, 0, 0
SFmove_5.png, 307, 1, 100, 100, 0, 0, 0, 0
SFmove_6.png, 409, 1, 100, 100, 0, 0, 0, 0
SFmove_7.png, 511, 1, 100, 100, 0, 0, 0, 0
SFmove_8.png, 613, 1, 100, 100, 0, 0, 0, 0
SFmove_9.png, 715, 1, 100, 100, 0, 0, 0, 0
SFmove_10.png, 817, 1, 100, 100, 0, 0, 0, 0
SFmove_11.png, 919, 1, 100, 100, 0, 0, 0, 0
SFmove_12.png, 1, 103, 100, 100, 0, 0, 0, 0
SFmove_13.png, 103, 103, 100, 100, 0, 0, 0, 0
SFmove_14.png, 205, 103, 100, 100, 0, 0, 0, 0
SFmove_15.png, 307, 103, 100, 100, 0, 0, 0, 0
SFmove_16.png, 409, 103, 100, 100, 0, 0, 0, 0
SFmove_17.png, 511, 103, 100, 100, 0, 0, 0, 0
SFmove_18.png, 613, 103, 100, 100, 0, 0, 0, 0
SFmove_19.png, 715, 103, 100, 100, 0, 0, 0, 0
SFmove_20.png, 817, 103, 100, 100, 0, 0, 0, 0
SFmove_21.png, 919, 103, 100, 100, 0, 0, 0, 0
SFmove_0.png, 1, 205, 100, 100, 0, 0, 0, 0
SFmove_1.png, 103, 205, 100, 100, 0, 0, 0, 0
Long-Sword.png, 205, 205, 20, 109, 0, 0, 0, 0
SpaceFlier_sm_2.png, 227, 205, 239, 130, 0, 0, 0, 0
SpaceFlier_lg_2.png, 468, 205, 239, 130, 0, 0, 0, 0
SpaceFlier_lg_1.png, 709, 205, 239, 130, 0, 0, 0, 0
SpaceFlier_med_1.png, 1, 337, 239, 130, 0, 0, 0, 0
SpaceFlier_sm_1.png, 242, 337, 239, 130, 0, 0, 0, 0
enemy_spaceship.png, 483, 337, 254, 121, 0, 0, 0, 0
