aplis.png, 1, 1, 21, 21, 0, 0, 0, 0
back_btn.png, 24, 1, 200, 78, 0, 0, 0, 0
bouncer.png, 226, 1, 80, 80, 0, 0, 0, 0
bouncer_active.png, 1, 81, 80, 80, 0, 0, 0, 0
completed.png, 308, 1, 413, 343, 0, 0, 0, 0
dolarPoint.png, 1, 24, 20, 20, 0, 0, 0, 0
exp1.png, 83, 81, 18, 45, 0, 0, 0, 0
facebook_button.png, 103, 83, 203, 78, 0, 0, 0, 0
gravity.png, 723, 1, 80, 80, 0, 0, 0, 0
headStar.png, 805, 1, 30, 30, 0, 0, 0, 0
launchpad.png, 837, 1, 24, 24, 0, 0, 0, 0
level_select.png, 1, 346, 360, 92, 0, 0, 0, 0
magnets.png, 863, 1, 30, 30, 0, 0, 0, 0
magnets-bw.png, 895, 1, 30, 30, 0, 0, 0, 0
main1.png, 927, 1, 80, 80, 0, 0, 0, 0
main2.png, 805, 33, 80, 80, 0, 0, 0, 0
menu.png, 887, 83, 98, 101, 0, 0, 0, 0
menu_select.png, 363, 346, 360, 92, 0, 0, 0, 0
next_active.png, 1, 440, 358, 92, 0, 0, 0, 0
point.png, 723, 83, 80, 80, 0, 0, 0, 0
restart.png, 723, 186, 98, 101, 0, 0, 0, 0
restart_select.png, 361, 440, 360, 92, 0, 0, 0, 0
resume.png, 1, 534, 360, 92, 0, 0, 0, 0
select-level.png, 823, 186, 200, 78, 0, 0, 0, 0
shadow.png, 723, 165, 63, 9, 0, 0, 0, 0
speechbuble.png, 1, 163, 245, 133, 0, 0, 0, 0
star.png, 805, 115, 67, 69, 0, 0, 0, 0
star-transparent.png, 823, 266, 67, 69, 0, 0, 0, 0
tapbuble.png, 725, 337, 252, 161, 0, 0, 0, 0
twitter_button.png, 723, 500, 203, 78, 0, 0, 0, 0
touch0.png, 928, 500, 80, 80, 0, 0, 0, 0
touch0a.png, 363, 534, 80, 80, 0, 0, 0, 0
touch1.png, 445, 534, 80, 80, 0, 0, 0, 0
touch1a.png, 527, 534, 80, 80, 0, 0, 0, 0
touch2.png, 609, 534, 80, 80, 0, 0, 0, 0
touch3.png, 691, 580, 80, 80, 0, 0, 0, 0
touch4.png, 773, 580, 80, 80, 0, 0, 0, 0
touch5.png, 855, 582, 80, 80, 0, 0, 0, 0
touch6.png, 937, 582, 80, 80, 0, 0, 0, 0
touched1.png, 363, 616, 80, 80, 0, 0, 0, 0
touched2.png, 445, 616, 80, 80, 0, 0, 0, 0
touched3.png, 527, 616, 80, 80, 0, 0, 0, 0
touched4.png, 609, 616, 80, 80, 0, 0, 0, 0
touched5.png, 691, 662, 80, 80, 0, 0, 0, 0
touched6.png, 773, 662, 80, 80, 0, 0, 0, 0
touched7.png, 855, 664, 80, 80, 0, 0, 0, 0
touched8.png, 937, 664, 80, 80, 0, 0, 0, 0
touched9.png, 1, 746, 80, 80, 0, 0, 0, 0
touched10.png, 1, 628, 80, 80, 0, 0, 0, 0
touched11.png, 1, 828, 80, 80, 0, 0, 0, 0
touched12.png, 1, 910, 80, 80, 0, 0, 0, 0
right.png, 83, 746, 98, 101, 0, 0, 0, 0
shockwave1.png, 183, 698, 300, 300, 0, 0, 0, 0
